GeneSymbol	infected_vs_uninfected	infected_vs_uninfected_6mice
Ndufa4l2	n.s.	n.s.
Ndufa5	n.s.	n.s.
Ndufa6	n.s.	n.s.
Ndufa7	n.s.	n.s.
Ndufa8	n.s.	n.s.
Ndufa9	n.s.	n.s.
Ndufab1	n.s.	n.s.
Ndufaf1	n.s.	n.s.
Ndufaf2	n.s.	n.s.
Ndufaf3	n.s.	n.s.
Ndufaf4	n.s.	n.s.
Ndufaf5	n.s.	n.s.
Ndufaf6	n.s.	n.s.
Ndufaf7	n.s.	n.s.
Ndufaf8	n.s.	n.s.
Ndufb10	n.s.	n.s.
Ndufb11	n.s.	n.s.
Ndufb2	n.s.	n.s.
Ndufb3	n.s.	n.s.
Ndufb4,Gm3244,Gm3873	n.s.	n.s.
Ndufb5	n.s.	n.s.
Ndufb6	n.s.	n.s.
Ndufb7	n.s.	n.s.
Ndufb8	n.s.	n.s.
Ndufb9	n.s.	n.s.
Ndufc1	n.s.	n.s.
Ndufc2	n.s.	n.s.
Ndufs1	n.s.	n.s.
Ndufs2	n.s.	n.s.
Ndufs3	n.s.	n.s.
Ndufs4	n.s.	n.s.
Ndufs5	n.s.	n.s.
Ndufs6	n.s.	n.s.
Ndufs7	n.s.	n.s.
Ndufs8	n.s.	n.s.
Ndufv1	n.s.	n.s.
Ndufv2	n.s.	n.s.
Ndufv3	n.s.	n.s.
Neat1	n.s.	n.s.
Neb	n.s.	n.s.
Nebl	n.s.	n.s.
Necab1	n.s.	n.s.
Necab2	n.s.	n.s.
Necab3	n.s.	n.s.
Necap1	n.s.	n.s.
Necap2	n.s.	n.s.
Nectin1	n.s.	n.s.
Nectin2	n.s.	n.s.
Nectin3	n.s.	n.s.
Nectin4	n.s.	n.s.
Nedd1	n.s.	n.s.
Nedd4	n.s.	n.s.
Nedd4l	n.s.	n.s.
Nedd8	n.s.	n.s.
Nedd9	n.s.	n.s.
Negr1	n.s.	Down
Neil1	n.s.	n.s.
Neil2	n.s.	n.s.
Neil3	n.s.	n.s.
Nek1	n.s.	n.s.
Nek10	n.s.	n.s.
Nek11	n.s.	n.s.
Nek2	n.s.	n.s.
Nek3	n.s.	n.s.
Nek4	n.s.	n.s.
Nek6	n.s.	n.s.
Nek7	n.s.	n.s.
Nek8	n.s.	n.s.
Nek9	n.s.	n.s.
Nelfa	n.s.	n.s.
Nelfb	n.s.	n.s.
Nelfcd	n.s.	n.s.
Nelfe	n.s.	n.s.
Nemf	n.s.	n.s.
Nemp2	n.s.	n.s.
Nenf	n.s.	n.s.
Neo1	n.s.	n.s.
Nepro	n.s.	n.s.
Nes	n.s.	n.s.
Net1	n.s.	n.s.
Neto2	n.s.	n.s.
Neu1	n.s.	n.s.
Neu3	n.s.	n.s.
Neurl1a	n.s.	n.s.
Neurl1b	n.s.	n.s.
Neurl2	n.s.	n.s.
Neurl3	n.s.	n.s.
Neurl4	n.s.	n.s.
Nexn	n.s.	n.s.
Nf1	n.s.	n.s.
Nf2	n.s.	n.s.
Nfam1	n.s.	n.s.
Nfasc	n.s.	n.s.
Nfat5	n.s.	n.s.
Nfatc1	n.s.	n.s.
Nfatc2	n.s.	n.s.
Nfatc2ip	n.s.	n.s.
Nfatc3	n.s.	n.s.
Nfatc4	n.s.	n.s.
Nfe2l1	n.s.	n.s.
Nfe2l2	n.s.	n.s.
Nfia	n.s.	n.s.
Nfib	n.s.	n.s.
Nfic	n.s.	n.s.
Nfil3	n.s.	n.s.
Nfix	n.s.	n.s.
Nfkb1	n.s.	n.s.
Nfkb2	n.s.	n.s.
Nfkbia	n.s.	n.s.
Nfkbib	n.s.	n.s.
Nfkbid	n.s.	n.s.
Nfkbie	n.s.	n.s.
Nfkbil1	n.s.	n.s.
Nfkbiz	n.s.	n.s.
Nfrkb	n.s.	n.s.
Nfs1	n.s.	n.s.
Nfu1	n.s.	n.s.
Nfx1	n.s.	n.s.
Nfxl1	n.s.	n.s.
Nfya	n.s.	n.s.
Nfyb	n.s.	n.s.
Nfyc	n.s.	n.s.
Ngb	n.s.	n.s.
Ngdn	n.s.	n.s.
Ngef	n.s.	Up
Ngf	n.s.	n.s.
Ngfr	n.s.	n.s.
Ngly1	n.s.	n.s.
Ngrn	n.s.	n.s.
Nhej1	n.s.	n.s.
Nhlh2	n.s.	n.s.
Nhlrc1	n.s.	n.s.
Nhlrc2	n.s.	n.s.
Nhlrc3	n.s.	n.s.
Nhp2	n.s.	n.s.
Nhs	n.s.	n.s.
Nhsl1	n.s.	n.s.
Nhsl2	n.s.	n.s.
Nicn1	n.s.	n.s.
Nid1	n.s.	n.s.
Nid2	n.s.	n.s.
Nif3l1	n.s.	n.s.
Nifk	n.s.	n.s.
Nim1k	n.s.	n.s.
Nin	n.s.	n.s.
Ninj1	n.s.	n.s.
Ninj2	n.s.	n.s.
Ninl	n.s.	n.s.
Nip7	n.s.	n.s.
Nipa1	n.s.	n.s.
Nipa2	n.s.	n.s.
Nipal1	n.s.	n.s.
Nipal2	n.s.	n.s.
Nipal3	n.s.	n.s.
Nipal4	n.s.	n.s.
Nipbl	n.s.	n.s.
Nipsnap1	n.s.	n.s.
Nipsnap2	n.s.	n.s.
Nipsnap3b	n.s.	n.s.
Nisch	n.s.	n.s.
Nit1	n.s.	n.s.
Nit2	n.s.	n.s.
Nkain1	n.s.	n.s.
Nkain2	n.s.	n.s.
Nkain3	n.s.	n.s.
Nkap	n.s.	n.s.
Nkd1	n.s.	n.s.
Nkd2	n.s.	n.s.
Nkiras1	n.s.	n.s.
Nkiras2	n.s.	n.s.
Nkpd1	n.s.	n.s.
Nkrf	n.s.	n.s.
Nktr	n.s.	n.s.
Nkx2-2	n.s.	n.s.
Nkx2-3	n.s.	Up
Nkx2-5	n.s.	n.s.
Nkx3-2	n.s.	n.s.
Nkx6-1	n.s.	n.s.
Nkx6-2	n.s.	n.s.
Nkx6-3	n.s.	n.s.
Nle1	n.s.	n.s.
Nlgn2	n.s.	n.s.
Nlgn3	n.s.	n.s.
Nlk	n.s.	n.s.
Nln	n.s.	n.s.
Nlrc3	n.s.	n.s.
Nlrc4	n.s.	n.s.
Nlrc5	n.s.	n.s.
Nlrp1a	n.s.	n.s.
Nlrp1b	n.s.	n.s.
Nlrp1c-ps	n.s.	n.s.
Nlrp3	n.s.	n.s.
Nlrp5-ps	n.s.	n.s.
Nlrp6	n.s.	n.s.
Nlrx1	n.s.	n.s.
Nmd3	n.s.	n.s.
Nme1	n.s.	n.s.
Nme2	n.s.	n.s.
Nme4	n.s.	n.s.
Nme5	n.s.	n.s.
Nme6	n.s.	n.s.
Nme7	n.s.	n.s.
Nmi	n.s.	n.s.
Nmnat1	n.s.	n.s.
Nmnat2	n.s.	n.s.
Nmnat3	n.s.	n.s.
Nmral1	n.s.	n.s.
Nmrk1	n.s.	n.s.
Nmrk2	n.s.	n.s.
Nmt1	n.s.	n.s.
Nmt2	n.s.	n.s.
Nmur1	n.s.	n.s.
Nmur2	n.s.	n.s.
Nnat	n.s.	n.s.
Nnmt	n.s.	n.s.
Nnt	n.s.	n.s.
Noa1	n.s.	n.s.
Nob1	n.s.	n.s.
Noc2l	n.s.	n.s.
Noc3l	n.s.	n.s.
Noc4l	n.s.	n.s.
Noct	n.s.	n.s.
Nod1	n.s.	n.s.
Nod2	n.s.	n.s.
Nog	n.s.	n.s.
Nol10	n.s.	n.s.
Nol11	n.s.	n.s.
Nol12	n.s.	n.s.
Nol3	n.s.	n.s.
Nol4l	n.s.	n.s.
Nol6	n.s.	n.s.
Nol7	n.s.	n.s.
Nol8	n.s.	n.s.
Nol9	n.s.	n.s.
Nolc1	n.s.	n.s.
Nom1	n.s.	Down
Nomo1	n.s.	n.s.
Nono	n.s.	n.s.
Nop10	n.s.	n.s.
Nop14	n.s.	n.s.
Nop16	n.s.	n.s.
Nop2	n.s.	n.s.
Nop53	n.s.	n.s.
Nop56	n.s.	n.s.
Nop58	n.s.	n.s.
Nop9	n.s.	n.s.
Nos1	n.s.	n.s.
Nos1ap	n.s.	n.s.
Nos3	n.s.	Up
Nosip	n.s.	n.s.
Nostrin	n.s.	n.s.
Notch1	n.s.	n.s.
Notch2	n.s.	n.s.
Notch3	Up	Up
Notch4	n.s.	n.s.
Notum	n.s.	n.s.
Nov	n.s.	n.s.
Nova1	n.s.	n.s.
Nova2	n.s.	n.s.
Nox1	n.s.	n.s.
Nox4	n.s.	n.s.
Noxo1	n.s.	n.s.
Npas1	n.s.	n.s.
Npas2	n.s.	n.s.
Npas3	n.s.	n.s.
Npas4	n.s.	n.s.
Npat	n.s.	n.s.
Npb	n.s.	n.s.
Npc1	n.s.	n.s.
Npc1l1	n.s.	n.s.
Npc2	n.s.	n.s.
Npdc1	n.s.	n.s.
Npepl1	n.s.	n.s.
Npepps	n.s.	n.s.
Npff	n.s.	n.s.
Npffr1	n.s.	n.s.
Nphp1	n.s.	n.s.
Nphp3	n.s.	Down
Nphp4	n.s.	n.s.
Nploc4	n.s.	n.s.
Npm1	n.s.	n.s.
Npm3	n.s.	n.s.
Npnt	n.s.	n.s.
Npr1	n.s.	n.s.
Npr2	n.s.	n.s.
Npr3	n.s.	n.s.
Nprl2	n.s.	n.s.
Nprl3	n.s.	n.s.
Nptn	n.s.	n.s.
Nptx1	n.s.	n.s.
Nptx2	n.s.	Up
Nptxr	n.s.	n.s.
Npy1r	n.s.	n.s.
Npy2r	n.s.	n.s.
Npy4r	n.s.	n.s.
Nqo1	n.s.	n.s.
Nqo2	n.s.	n.s.
Nr1d1	n.s.	n.s.
Nr1d2	n.s.	n.s.
Nr1h2	n.s.	n.s.
Nr1h3	n.s.	n.s.
Nr1h4	n.s.	n.s.
Nr1i2	n.s.	n.s.
Nr2c1	n.s.	n.s.
Nr2c2	n.s.	n.s.
Nr2e3	n.s.	n.s.
Nr2f1	n.s.	n.s.
Nr2f2	n.s.	n.s.
Nr2f6	n.s.	n.s.
Nr3c1	n.s.	n.s.
Nr3c2	n.s.	n.s.
Nr4a1	n.s.	n.s.
Nr4a2	n.s.	n.s.
Nr4a3	n.s.	n.s.
Nr5a2	n.s.	n.s.
Nr6a1	n.s.	n.s.
Nradd	n.s.	n.s.
Nrap	n.s.	n.s.
Nrarp	n.s.	n.s.
Nras	n.s.	n.s.
Nrbf2	n.s.	n.s.
Nrbp1	n.s.	n.s.
Nrbp2	n.s.	n.s.
Nrcam	n.s.	n.s.
Nrd1	n.s.	n.s.
Nrde2	n.s.	n.s.
Nrep	n.s.	n.s.
Nrf1	n.s.	n.s.
Nrg1	n.s.	n.s.
Nrg2	n.s.	n.s.
Nrg4	n.s.	n.s.
Nrgn	n.s.	n.s.
Nrip1	n.s.	n.s.
Nrip2	n.s.	n.s.
Nrip3	n.s.	n.s.
Nrk	n.s.	n.s.
Nrm	n.s.	n.s.
Nrn1	n.s.	n.s.
Nron	n.s.	n.s.
Nrp1	n.s.	n.s.
Nrp2	n.s.	n.s.
Nrros	n.s.	n.s.
Nrtn	n.s.	n.s.
Nrxn1	n.s.	n.s.
Nrxn2	n.s.	n.s.
Nrxn3	n.s.	n.s.
Nsa2	n.s.	n.s.
Nsd1	n.s.	n.s.
Nsd2	n.s.	n.s.
Nsd3	n.s.	n.s.
Nsdhl	n.s.	n.s.
Nsf	n.s.	n.s.
Nsfl1c	n.s.	n.s.
Nsg1	n.s.	n.s.
Nsl1	n.s.	n.s.
Nsmaf	n.s.	n.s.
Nsmce1	n.s.	n.s.
Nsmce2	n.s.	n.s.
Nsmce3	n.s.	n.s.
Nsmce4a	n.s.	n.s.
Nsmf	n.s.	n.s.
Nsrp1	n.s.	n.s.
Nsun2	n.s.	n.s.
Nsun3	n.s.	Up
Nsun4	n.s.	n.s.
Nsun5	n.s.	n.s.
Nsun6	n.s.	n.s.
Nsun7	n.s.	n.s.
Nt5c	n.s.	n.s.
Nt5c2	n.s.	n.s.
Nt5c3	n.s.	n.s.
Nt5c3b	n.s.	n.s.
Nt5dc1	n.s.	n.s.
Nt5dc2	n.s.	n.s.
Nt5dc3	n.s.	n.s.
Nt5e	n.s.	n.s.
Nt5m	n.s.	n.s.
Ntan1	n.s.	n.s.
Ntf3	n.s.	n.s.
Nthl1	n.s.	n.s.
Ntm	n.s.	n.s.
Ntmt1	n.s.	n.s.
Ntn1	n.s.	n.s.
Ntn3,Tbc1d24	n.s.	n.s.
Ntn4	n.s.	n.s.
Ntng2	n.s.	n.s.
Ntpcr	n.s.	n.s.
Ntrk1	n.s.	n.s.
Ntrk2	n.s.	n.s.
Ntrk3,E430016F16Rik	n.s.	n.s.
Nuak1	n.s.	n.s.
Nuak2	n.s.	n.s.
Nub1	n.s.	n.s.
Nubp1	n.s.	n.s.
Nubp2	n.s.	n.s.
Nubpl	n.s.	n.s.
Nucb1	n.s.	n.s.
Nucb2	n.s.	n.s.
Nucks1	n.s.	n.s.
Nudc	n.s.	n.s.
Nudcd1	n.s.	n.s.
Nudcd2	n.s.	n.s.
Nudcd3	n.s.	n.s.
Nudt1	n.s.	n.s.
Nudt11,Nudt10	n.s.	n.s.
Nudt13	n.s.	n.s.
Nudt14	n.s.	n.s.
Nudt15	n.s.	n.s.
Nudt16	n.s.	n.s.
Nudt16l1	n.s.	n.s.
Nudt17	n.s.	n.s.
Nudt18	n.s.	n.s.
Nudt19	n.s.	n.s.
Nudt2	n.s.	n.s.
Nudt21	n.s.	n.s.
Nudt22	n.s.	n.s.
Nudt3	n.s.	n.s.
Nudt4	n.s.	n.s.
Nudt5	n.s.	n.s.
Nudt6	n.s.	n.s.
Nudt7	n.s.	n.s.
Nudt9	n.s.	n.s.
Nuf2	n.s.	n.s.
Nufip1	n.s.	n.s.
Nufip2	n.s.	n.s.
Numa1	n.s.	n.s.
Numb	n.s.	n.s.
Numbl	n.s.	n.s.
Nup107	n.s.	n.s.
Nup133	n.s.	n.s.
Nup153	n.s.	n.s.
Nup155	n.s.	n.s.
Nup160	n.s.	n.s.
Nup188	n.s.	n.s.
Nup205	n.s.	n.s.
Nup210	n.s.	n.s.
Nup210l	n.s.	n.s.
Nup214	n.s.	n.s.
Nup35	n.s.	n.s.
Nup37	n.s.	n.s.
Nup43	n.s.	n.s.
Nup50	n.s.	n.s.
Nup54	n.s.	n.s.
Nup62cl	n.s.	n.s.
Nup85	n.s.	n.s.
Nup88	n.s.	n.s.
Nup93	n.s.	n.s.
Nup98	n.s.	n.s.
Nupl2	n.s.	n.s.
Nupr1	n.s.	n.s.
Nupr1l	n.s.	n.s.
Nus1	n.s.	n.s.
Nusap1	n.s.	n.s.
Nutf2-ps2,Nutf2-ps1	n.s.	n.s.
Nutf2,Nutf2-ps2	n.s.	n.s.
Nvl	n.s.	n.s.
Nwd1	n.s.	n.s.
Nxf1,Tmem223	n.s.	n.s.
Nxf7	n.s.	n.s.
Nxn	n.s.	n.s.
Nxpe2	n.s.	n.s.
Nxpe3	n.s.	n.s.
Nxpe4	n.s.	n.s.
Nxpe5	n.s.	n.s.
Nxph1	n.s.	n.s.
Nxph3	n.s.	n.s.
Nxph4	n.s.	n.s.
Nxt1	n.s.	n.s.
Nxt2	n.s.	n.s.
Nyap1	n.s.	n.s.
Nynrin	n.s.	n.s.
Oacyl	n.s.	n.s.
Oaf	n.s.	n.s.
Oard1	n.s.	n.s.
Oas1a	n.s.	n.s.
Oas1b	n.s.	n.s.
Oas1c	n.s.	n.s.
Oas1g	n.s.	n.s.
Oas2	n.s.	n.s.
Oas3	n.s.	n.s.
Oasl1	n.s.	n.s.
Oasl2	n.s.	n.s.
Oat	n.s.	n.s.
Oaz1	n.s.	n.s.
Oaz2	n.s.	n.s.
Obscn	n.s.	n.s.
Obsl1	n.s.	n.s.
Oc90	n.s.	n.s.
Oca2	n.s.	n.s.
Ocel1	n.s.	n.s.
Ociad1	n.s.	n.s.
Ociad2	n.s.	n.s.
Ocln	n.s.	n.s.
Ocrl	n.s.	n.s.
Ocstamp	n.s.	n.s.
Odc1	n.s.	n.s.
Odf2	n.s.	n.s.
Odf2l	n.s.	n.s.
Odf3b	n.s.	n.s.
Odf3l1	n.s.	Down
Ofd1	n.s.	n.s.
Ogdh	n.s.	Up
Ogdhl	n.s.	n.s.
Ogfod1	n.s.	n.s.
Ogfod2	n.s.	n.s.
Ogfod3	n.s.	n.s.
Ogfr	n.s.	n.s.
Ogfrl1	n.s.	n.s.
Ogg1	n.s.	n.s.
Ogn	n.s.	n.s.
Ogt	n.s.	n.s.
Oip5	n.s.	n.s.
Oit1	n.s.	n.s.
Oit3	n.s.	n.s.
Ola1	n.s.	n.s.
Olfm1	n.s.	n.s.
Olfm2	n.s.	n.s.
Olfml1	n.s.	Down
Olfml2a	Up	n.s.
Olfml2b	n.s.	n.s.
Olfml3	n.s.	n.s.
Olfr1034	n.s.	n.s.
Olfr1341	n.s.	n.s.
Olfr1392	n.s.	n.s.
Olfr1393	n.s.	n.s.
Olfr1396	n.s.	n.s.
Olfr273	n.s.	n.s.
Olfr33	n.s.	n.s.
Olfr332	n.s.	n.s.
Olfr558	n.s.	n.s.
Olfr56	n.s.	n.s.
Olfr774	n.s.	n.s.
Olfr78	n.s.	n.s.
Olfr90	n.s.	n.s.
Olfr920	n.s.	n.s.
Olfr94	n.s.	n.s.
Oma1	n.s.	n.s.
Omd	n.s.	n.s.
Omg	n.s.	n.s.
Omp	n.s.	n.s.
Onecut3	n.s.	n.s.
Opa1	n.s.	n.s.
Opa3	n.s.	n.s.
Opcml	n.s.	n.s.
Ophn1	n.s.	n.s.
Oplah	n.s.	n.s.
Opn1sw	n.s.	n.s.
Opn3	n.s.	n.s.
Opn4	n.s.	n.s.
Optc	n.s.	n.s.
Optn	n.s.	n.s.
Orai1	n.s.	n.s.
Orai2	n.s.	n.s.
Orai3	n.s.	n.s.
Oraov1	n.s.	n.s.
Orc1	n.s.	n.s.
Orc2	n.s.	n.s.
Orc3	n.s.	n.s.
Orc4	n.s.	n.s.
Orc5	n.s.	n.s.
Orc6	n.s.	n.s.
Ormdl2	n.s.	n.s.
Ormdl3	n.s.	n.s.
Os9	n.s.	n.s.
Osbp	n.s.	n.s.
Osbp2	n.s.	n.s.
Osbpl10	n.s.	n.s.
Osbpl11	n.s.	n.s.
Osbpl1a	n.s.	n.s.
Osbpl2	n.s.	n.s.
Osbpl3	n.s.	n.s.
Osbpl5	n.s.	n.s.
Osbpl6	n.s.	n.s.
Osbpl7	n.s.	n.s.
Osbpl8	n.s.	n.s.
Osbpl9	n.s.	n.s.
Oscp1	n.s.	n.s.
Oser1	n.s.	n.s.
Osgep	n.s.	n.s.
Osgepl1	n.s.	n.s.
Osgin1	n.s.	n.s.
Osgin2	n.s.	n.s.
Osm	n.s.	n.s.
Osmr	n.s.	n.s.
Osr1	n.s.	n.s.
Osr2	n.s.	n.s.
Ost4,LOC102632739	n.s.	n.s.
Ostc	n.s.	n.s.
Ostf1	n.s.	n.s.
Ostm1	n.s.	n.s.
Otof	n.s.	n.s.
Otogl	n.s.	n.s.
Otos	n.s.	n.s.
Otub1	n.s.	n.s.
Otub2	n.s.	n.s.
Otud1	n.s.	n.s.
Otud3	n.s.	n.s.
Otud4	n.s.	n.s.
Otud5	n.s.	n.s.
Otud6b	n.s.	n.s.
Otud7b	n.s.	n.s.
Otulin	n.s.	n.s.
Otx1	n.s.	n.s.
Ovca2	n.s.	n.s.
Ovgp1	n.s.	n.s.
Ovol1	n.s.	n.s.
Oxa1l	n.s.	n.s.
Oxct1	n.s.	n.s.
Oxld1	n.s.	n.s.
Oxnad1	n.s.	n.s.
Oxr1	n.s.	n.s.
Oxsm	n.s.	n.s.
Oxsr1	n.s.	n.s.
Oxtr	n.s.	n.s.
P2rx1	n.s.	n.s.
P2rx4	n.s.	n.s.
P2rx5	n.s.	n.s.
P2rx6	n.s.	n.s.
P2rx7	n.s.	n.s.
P2ry1	n.s.	Down
P2ry10b	n.s.	n.s.
P2ry13	n.s.	n.s.
P2ry14,F630111L10Rik	n.s.	n.s.
P2ry2	n.s.	n.s.
P2ry6	n.s.	n.s.
P3h1	n.s.	n.s.
P3h2	n.s.	n.s.
P3h3	n.s.	n.s.
P3h4	n.s.	n.s.
P4ha1	n.s.	n.s.
P4ha2	n.s.	n.s.
P4ha3	n.s.	n.s.
P4hb	n.s.	n.s.
P4htm	n.s.	n.s.
Pa2g4	n.s.	n.s.
Pabpc1	n.s.	n.s.
Pabpc1l	n.s.	n.s.
Pabpc4	n.s.	n.s.
Pabpc4l	n.s.	n.s.
Pabpn1	n.s.	n.s.
Pabpn1l	n.s.	n.s.
Pacrgl,5730480H06Rik	n.s.	n.s.
Pacs1	n.s.	n.s.
Pacs2	n.s.	n.s.
Pacsin1	n.s.	n.s.
Pacsin2	n.s.	n.s.
Pacsin3	n.s.	n.s.
Padi1	n.s.	n.s.
Padi2	n.s.	n.s.
Padi4	n.s.	n.s.
Paf1	n.s.	n.s.
Pafah1b1	n.s.	n.s.
Pafah1b2	n.s.	n.s.
Pafah1b3	n.s.	n.s.
Pafah2	n.s.	n.s.
Pag1	n.s.	n.s.
Paics	n.s.	n.s.
Paip1	n.s.	n.s.
Paip2	n.s.	n.s.
Paip2b	n.s.	n.s.
Pak1	n.s.	n.s.
Pak1ip1	n.s.	n.s.
Pak2	n.s.	n.s.
Pak3	n.s.	n.s.
Pak4	n.s.	n.s.
Pak6	n.s.	n.s.
Palb2	n.s.	n.s.
Pald1	n.s.	n.s.
Palld	n.s.	n.s.
Palm	n.s.	n.s.
Palm2	n.s.	n.s.
Palm3	n.s.	n.s.
Palmd	n.s.	n.s.
Pam	n.s.	n.s.
Pam16	n.s.	n.s.
Pamr1	n.s.	n.s.
Pan2	n.s.	n.s.
Pan3	n.s.	n.s.
Pank1	n.s.	n.s.
Pank2	n.s.	n.s.
Pank3	n.s.	n.s.
Pank4	n.s.	n.s.
Panx1	n.s.	n.s.
Panx2	n.s.	n.s.
Paox	n.s.	n.s.
Papd4	n.s.	n.s.
Papd5	n.s.	n.s.
Papd7	n.s.	n.s.
Papln	n.s.	n.s.
Papola	n.s.	n.s.
Papolg	n.s.	n.s.
Pappa	n.s.	n.s.
Pappa2	n.s.	n.s.
Papss1	n.s.	n.s.
Papss2	n.s.	n.s.
Paqr3	n.s.	n.s.
Paqr4	n.s.	n.s.
Paqr5	n.s.	Down
Paqr6	n.s.	n.s.
Paqr7	n.s.	n.s.
Paqr8	n.s.	n.s.
Paqr9	n.s.	n.s.
Pard3	n.s.	n.s.
Pard3b	n.s.	n.s.
Pard6a	n.s.	n.s.
Pard6b	n.s.	n.s.
Pard6g	n.s.	n.s.
Parg	n.s.	n.s.
Park2	n.s.	n.s.
Park7	n.s.	n.s.
Parl	n.s.	n.s.
Parm1	Up	n.s.
Parn	n.s.	n.s.
Parp1	n.s.	n.s.
Parp10	n.s.	Up
Parp11	n.s.	n.s.
Parp12	n.s.	n.s.
Parp14	n.s.	n.s.
Parp16	n.s.	n.s.
Parp2	n.s.	n.s.
Parp3	n.s.	n.s.
Parp4	n.s.	n.s.
Parp6	n.s.	n.s.
Parp8	n.s.	n.s.
Parp9	n.s.	n.s.
Parpbp	n.s.	n.s.
Pars2	n.s.	n.s.
Parva	n.s.	n.s.
Parvb	n.s.	n.s.
Pask	n.s.	n.s.
Patj	n.s.	n.s.
Patl1	n.s.	n.s.
Patl2	n.s.	n.s.
Patz1	n.s.	n.s.
Pawr	n.s.	n.s.
Pax6	n.s.	n.s.
Pax9	n.s.	n.s.
Paxbp1	n.s.	n.s.
Paxip1	n.s.	n.s.
Paxx	n.s.	n.s.
Pbdc1	n.s.	n.s.
Pbk	n.s.	n.s.
Pbld2	n.s.	n.s.
Pbrm1	n.s.	n.s.
Pbx1	n.s.	n.s.
Pbx2	n.s.	n.s.
Pbx3	n.s.	n.s.
Pbx4	n.s.	n.s.
Pbxip1	n.s.	n.s.
Pcbd1	n.s.	n.s.
Pcbd2	n.s.	n.s.
Pcbp1	n.s.	n.s.
Pcbp2	n.s.	n.s.
Pcbp3	n.s.	n.s.
Pcbp4	n.s.	n.s.
Pcca	n.s.	n.s.
Pccb	n.s.	n.s.
Pcdh1	n.s.	n.s.
Pcdh10	n.s.	n.s.
Pcdh11x	n.s.	n.s.
Pcdh12	n.s.	n.s.
Pcdh15	n.s.	n.s.
Pcdh17	n.s.	n.s.
Pcdh18	n.s.	n.s.
Pcdh19	n.s.	n.s.
Pcdh20	n.s.	n.s.
Pcdh7	n.s.	n.s.
Pcdh8	n.s.	n.s.
Pcdh9	n.s.	n.s.
Pcdha10	n.s.	n.s.
Pcdhb10	n.s.	n.s.
Pcdhb11	n.s.	n.s.
Pcdhb12	n.s.	n.s.
Pcdhb13	n.s.	n.s.
Pcdhb14	n.s.	n.s.
Pcdhb15	n.s.	n.s.
Pcdhb16	n.s.	n.s.
Pcdhb17	n.s.	n.s.
Pcdhb18	n.s.	n.s.
Pcdhb19	n.s.	n.s.
Pcdhb2	n.s.	n.s.
Pcdhb20	n.s.	n.s.
Pcdhb21	n.s.	n.s.
Pcdhb22	n.s.	n.s.
Pcdhb3	n.s.	n.s.
Pcdhb4	n.s.	n.s.
Pcdhb5	n.s.	n.s.
Pcdhb6	n.s.	n.s.
Pcdhb7	n.s.	n.s.
Pcdhb8	n.s.	n.s.
Pcdhb9	n.s.	n.s.
Pcdhgc4	n.s.	n.s.
Pced1a	n.s.	n.s.
Pced1b	n.s.	n.s.
Pcf11	n.s.	n.s.
Pcgf1	n.s.	n.s.
Pcgf2	n.s.	n.s.
Pcgf3	n.s.	n.s.
Pcgf5	n.s.	n.s.
Pcgf6	n.s.	n.s.
Pcid2	n.s.	n.s.
Pcif1	n.s.	n.s.
Pck2	n.s.	n.s.
Pclaf	n.s.	n.s.
Pclo	n.s.	n.s.
Pcm1	n.s.	n.s.
Pcmt1	n.s.	n.s.
Pcmtd1	n.s.	n.s.
Pcmtd2	n.s.	n.s.
Pcna	n.s.	n.s.
Pcnp	n.s.	n.s.
Pcnt	n.s.	n.s.
Pcnx	n.s.	n.s.
Pcnx3	n.s.	n.s.
Pcnx4	n.s.	n.s.
Pcolce	n.s.	n.s.
Pcolce2	n.s.	n.s.
Pcp4l1	n.s.	n.s.
Pcsk1	n.s.	n.s.
Pcsk1n	n.s.	n.s.
Pcsk2	n.s.	n.s.
Pcsk4	n.s.	n.s.
Pcsk5	n.s.	n.s.
Pcsk6	n.s.	n.s.
Pcsk7	n.s.	n.s.
Pcsk9	n.s.	n.s.
Pctp	n.s.	n.s.
Pcx	n.s.	n.s.
Pcyox1	n.s.	n.s.
Pcyox1l	n.s.	n.s.
Pcyt1a	n.s.	n.s.
Pcyt1b	n.s.	n.s.
Pcyt2	n.s.	n.s.
Pdap1	n.s.	n.s.
Pdcd1	n.s.	n.s.
Pdcd10	n.s.	n.s.
Pdcd11	n.s.	n.s.
Pdcd1lg2	n.s.	n.s.
Pdcd2l	n.s.	n.s.
Pdcd4	n.s.	n.s.
Pdcd5,Pdcd5-ps	n.s.	n.s.
Pdcd6	n.s.	n.s.
Pdcd6ip	n.s.	n.s.
Pdcd7	n.s.	n.s.
Pdcl	n.s.	n.s.
Pdcl3	n.s.	n.s.
Pde10a	n.s.	n.s.
Pde11a	n.s.	n.s.
Pde12	n.s.	n.s.
Pde1a	n.s.	n.s.
Pde1b	n.s.	n.s.
Pde1c	n.s.	n.s.
Pde2a	Up	Up
Pde3a	n.s.	n.s.
Pde3b	n.s.	n.s.
Pde4a	n.s.	n.s.
Pde4b	n.s.	n.s.
Pde4c	n.s.	n.s.
Pde4d	n.s.	n.s.
Pde4dip	n.s.	n.s.
Pde5a	n.s.	n.s.
Pde6a	n.s.	n.s.
Pde6d	n.s.	n.s.
Pde6h	n.s.	n.s.
Pde7a	n.s.	n.s.
Pde7b	n.s.	n.s.
Pde8a	n.s.	n.s.
